,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2021
NT,492.255,672.01,1086.08,1596.127,3089.191,4892.675,7185.502,12231.347,18351.779,26988.197,39686.133,55130.844,75306.383,104064.309,131811.055,150275.11,156333.83
NSW,1044.984,2309.109,6516.811,25706.473,179092.635,374251.227,518840.662,652252.275,824216.341,1000627.317,1167297.424,1429882.577,1854762.489,2444811.146,3340668.493,4286221.991,4581774.073
ACT,19.56,113.69,607.655,1890.454,7036.333,24261.785,29295.145,40078.95,44975.232,50706.613,57611.038,69973.275,92115.423,122225.07,168816.618,226386.539,257305.109
VIC,857.842,1968.102,4697.987,15216.152,74175.361,214584.898,422168.723,553783.359,725483.148,875458.431,1020036.26,1225561.747,1564458.652,2025404.882,2599839.681,3270707.296,3439424.409
QLD,1402.912,2104.089,6261.171,30771.55,123136.808,348330.109,766735.362,1035607.185,1284399.867,1477160.876,1676699.605,1983375.713,2390903.331,2955907.287,3709417.548,4515042.244,4775899.632
SA,2288.091,3946.314,8826.973,21259.67,54494.226,218018.717,356059.266,497460.081,579995.125,646638.531,724311.269,839655.537,1014411.427,1237540.165,1541248.873,1829499.133,1921477.65
WA,435.341,1074.764,3998.921,18300.014,60447.186,183460.277,283006.321,352564.668,447859.726,544100.217,672148.753,858665.031,1068888.792,1315457.415,1651493.386,2001713.414,2121738.479
TAS,38.415,76.628,312.818,2035.142,5051.199,10963.607,31222.601,62724.701,81682.649,91208.965,103053.498,117640.319,136543.079,157061.899,183860.422,216833.232,228539.162
